Person,Week,y,price
98.0,1.0,0.0,6.088
99.0,1.0,1.0,6.088
100.0,1.0,0.0,6.088
101.0,1.0,0.0,6.088
102.0,1.0,0.0,6.088
103.0,1.0,0.0,6.088
104.0,1.0,1.0,6.088
105.0,1.0,0.0,6.088
106.0,1.0,1.0,6.088
107.0,1.0,0.0,6.088
108.0,1.0,0.0,6.088
109.0,1.0,0.0,6.088
110.0,1.0,0.0,6.088
111.0,1.0,0.0,6.088
112.0,1.0,0.0,6.088
113.0,1.0,0.0,6.088
114.0,1.0,0.0,6.088
115.0,1.0,0.0,6.088
116.0,1.0,0.0,6.088
117.0,1.0,0.0,6.088
118.0,1.0,0.0,6.088
119.0,1.0,0.0,6.088
120.0,1.0,0.0,6.088
121.0,1.0,0.0,6.088
122.0,1.0,1.0,6.088
123.0,1.0,0.0,6.088
124.0,1.0,0.0,6.088
125.0,1.0,1.0,6.088
126.0,1.0,0.0,6.088
127.0,1.0,0.0,6.088
128.0,1.0,0.0,6.088
129.0,1.0,0.0,6.088
130.0,1.0,0.0,6.088
131.0,1.0,1.0,6.088
132.0,1.0,0.0,6.088
133.0,1.0,0.0,6.088
134.0,1.0,0.0,6.088
135.0,1.0,0.0,6.088
136.0,1.0,0.0,6.088
137.0,1.0,0.0,6.088
138.0,1.0,1.0,6.088
139.0,1.0,0.0,6.088
140.0,1.0,0.0,6.088
141.0,1.0,0.0,6.088
142.0,1.0,0.0,6.088
143.0,1.0,0.0,6.088
144.0,1.0,0.0,6.088
145.0,1.0,0.0,6.088
146.0,1.0,0.0,6.088
147.0,1.0,0.0,6.088
148.0,1.0,0.0,6.088
149.0,1.0,0.0,6.088
150.0,1.0,0.0,6.088
151.0,1.0,1.0,6.088
152.0,1.0,0.0,6.088
153.0,1.0,0.0,6.088
154.0,1.0,0.0,6.088
155.0,1.0,0.0,6.088
156.0,1.0,0.0,6.088
157.0,1.0,0.0,6.088
158.0,1.0,0.0,6.088
159.0,1.0,0.0,6.088
160.0,1.0,0.0,6.088
161.0,1.0,0.0,6.088
162.0,1.0,0.0,6.088
163.0,1.0,0.0,6.088
164.0,1.0,0.0,6.088
165.0,1.0,0.0,6.088
166.0,1.0,1.0,6.088
167.0,1.0,0.0,6.088
168.0,1.0,1.0,6.088
169.0,1.0,0.0,6.088
170.0,1.0,0.0,6.088
171.0,1.0,0.0,6.088
172.0,1.0,1.0,6.088
173.0,1.0,0.0,6.088
174.0,1.0,0.0,6.088
175.0,1.0,0.0,6.088
176.0,1.0,0.0,6.088
177.0,1.0,0.0,6.088
178.0,1.0,0.0,6.088
179.0,1.0,0.0,6.088
180.0,1.0,0.0,6.088
181.0,1.0,1.0,6.088
182.0,1.0,0.0,6.088
183.0,1.0,0.0,6.088
184.0,1.0,0.0,6.088
185.0,1.0,0.0,6.088
186.0,1.0,0.0,6.088
187.0,1.0,0.0,6.088
188.0,1.0,0.0,6.088
189.0,1.0,0.0,6.088
190.0,1.0,0.0,6.088
191.0,1.0,0.0,6.088
192.0,1.0,0.0,6.088
193.0,1.0,0.0,6.088
194.0,1.0,1.0,6.088
195.0,1.0,0.0,6.088
196.0,1.0,0.0,6.088
197.0,1.0,0.0,6.088
198.0,1.0,0.0,6.088
199.0,1.0,0.0,6.088
200.0,1.0,0.0,6.088
201.0,1.0,0.0,6.088
202.0,1.0,0.0,6.088
203.0,1.0,0.0,6.088
204.0,1.0,0.0,6.088
205.0,1.0,0.0,6.088
206.0,1.0,0.0,6.088
207.0,1.0,0.0,6.088
208.0,1.0,0.0,6.088
209.0,1.0,0.0,6.088
210.0,1.0,0.0,6.088
211.0,1.0,0.0,6.088
212.0,1.0,0.0,6.088
213.0,1.0,0.0,6.088
214.0,1.0,0.0,6.088
215.0,1.0,0.0,6.088
216.0,1.0,0.0,6.088
217.0,1.0,0.0,6.088
218.0,1.0,0.0,6.088
219.0,1.0,0.0,6.088
220.0,1.0,0.0,6.088
221.0,1.0,0.0,6.088
222.0,1.0,0.0,6.088
223.0,1.0,0.0,6.088
224.0,1.0,0.0,6.088
225.0,1.0,0.0,6.088
226.0,1.0,0.0,6.088
227.0,1.0,0.0,6.088
228.0,1.0,0.0,6.088
229.0,1.0,0.0,6.088
230.0,1.0,0.0,6.088
231.0,1.0,0.0,6.088
232.0,1.0,0.0,6.088
233.0,1.0,0.0,6.088
234.0,1.0,0.0,6.088
235.0,1.0,0.0,6.088
236.0,1.0,0.0,6.088
237.0,1.0,0.0,6.088
238.0,1.0,0.0,6.088
239.0,1.0,0.0,6.088
240.0,1.0,0.0,6.088
241.0,1.0,0.0,6.088
242.0,1.0,0.0,6.088
243.0,1.0,0.0,6.088
244.0,1.0,0.0,6.088
245.0,1.0,0.0,6.088
246.0,1.0,0.0,6.088
247.0,1.0,0.0,6.088
248.0,1.0,0.0,6.088
249.0,1.0,0.0,6.088
250.0,1.0,0.0,6.088
1.0,2.0,0.0,2.309
2.0,2.0,0.0,2.309
3.0,2.0,1.0,2.309
4.0,2.0,1.0,2.309
5.0,2.0,0.0,2.309
6.0,2.0,1.0,2.309
7.0,2.0,0.0,2.309
8.0,2.0,0.0,2.309
9.0,2.0,0.0,2.309
10.0,2.0,0.0,2.309
11.0,2.0,1.0,2.309
12.0,2.0,0.0,2.309
13.0,2.0,1.0,2.309
14.0,2.0,0.0,2.309
15.0,2.0,0.0,2.309
16.0,2.0,1.0,2.309
17.0,2.0,1.0,2.309
18.0,2.0,0.0,2.309
19.0,2.0,1.0,2.309
20.0,2.0,1.0,2.309
21.0,2.0,0.0,2.309
22.0,2.0,1.0,2.309
23.0,2.0,0.0,2.309
24.0,2.0,0.0,2.309
25.0,2.0,0.0,2.309
26.0,2.0,0.0,2.309
27.0,2.0,0.0,2.309
28.0,2.0,0.0,2.309
29.0,2.0,0.0,2.309
30.0,2.0,0.0,2.309
31.0,2.0,1.0,2.309
32.0,2.0,0.0,2.309
33.0,2.0,0.0,2.309
34.0,2.0,1.0,2.309
35.0,2.0,0.0,2.309
36.0,2.0,1.0,2.309
37.0,2.0,0.0,2.309
38.0,2.0,0.0,2.309
39.0,2.0,0.0,2.309
40.0,2.0,0.0,2.309
41.0,2.0,0.0,2.309
42.0,2.0,1.0,2.309
43.0,2.0,0.0,2.309
44.0,2.0,0.0,2.309
45.0,2.0,0.0,2.309
46.0,2.0,0.0,2.309
47.0,2.0,1.0,2.309
48.0,2.0,0.0,2.309
49.0,2.0,0.0,2.309
50.0,2.0,0.0,2.309
51.0,2.0,1.0,2.309
52.0,2.0,0.0,2.309
53.0,2.0,1.0,2.309
54.0,2.0,0.0,2.309
55.0,2.0,0.0,2.309
56.0,2.0,0.0,2.309
57.0,2.0,1.0,2.309
58.0,2.0,1.0,2.309
59.0,2.0,1.0,2.309
60.0,2.0,0.0,2.309
61.0,2.0,1.0,2.309
62.0,2.0,1.0,2.309
63.0,2.0,0.0,2.309
64.0,2.0,0.0,2.309
65.0,2.0,0.0,2.309
66.0,2.0,0.0,2.309
67.0,2.0,1.0,2.309
68.0,2.0,1.0,2.309
69.0,2.0,0.0,2.309
70.0,2.0,0.0,2.309
71.0,2.0,0.0,2.309
72.0,2.0,0.0,2.309
73.0,2.0,0.0,2.309
74.0,2.0,0.0,2.309
75.0,2.0,0.0,2.309
76.0,2.0,0.0,2.309
77.0,2.0,0.0,2.309
78.0,2.0,1.0,2.309
79.0,2.0,0.0,2.309
80.0,2.0,1.0,2.309
81.0,2.0,0.0,2.309
82.0,2.0,0.0,2.309
83.0,2.0,0.0,2.309
84.0,2.0,0.0,2.309
85.0,2.0,1.0,2.309
86.0,2.0,0.0,2.309
87.0,2.0,1.0,2.309
88.0,2.0,1.0,2.309
89.0,2.0,0.0,2.309
90.0,2.0,0.0,2.309
91.0,2.0,1.0,2.309
92.0,2.0,0.0,2.309
93.0,2.0,0.0,2.309
94.0,2.0,0.0,2.309
95.0,2.0,0.0,2.309
96.0,2.0,0.0,2.309
97.0,2.0,1.0,2.309
98.0,2.0,1.0,2.309
99.0,2.0,1.0,2.309
100.0,2.0,0.0,2.309
101.0,2.0,0.0,2.309
102.0,2.0,0.0,2.309
103.0,2.0,0.0,2.309
104.0,2.0,0.0,2.309
105.0,2.0,0.0,2.309
106.0,2.0,1.0,2.309
107.0,2.0,1.0,2.309
108.0,2.0,1.0,2.309
109.0,2.0,0.0,2.309
110.0,2.0,0.0,2.309
111.0,2.0,0.0,2.309
112.0,2.0,1.0,2.309
113.0,2.0,0.0,2.309
114.0,2.0,1.0,2.309
115.0,2.0,1.0,2.309
116.0,2.0,1.0,2.309
117.0,2.0,0.0,2.309
118.0,2.0,1.0,2.309
119.0,2.0,0.0,2.309
120.0,2.0,1.0,2.309
121.0,2.0,0.0,2.309
122.0,2.0,1.0,2.309
123.0,2.0,1.0,2.309
124.0,2.0,0.0,2.309
125.0,2.0,1.0,2.309
126.0,2.0,0.0,2.309
127.0,2.0,0.0,2.309
128.0,2.0,0.0,2.309
129.0,2.0,0.0,2.309
130.0,2.0,0.0,2.309
131.0,2.0,0.0,2.309
132.0,2.0,0.0,2.309
133.0,2.0,0.0,2.309
134.0,2.0,0.0,2.309
135.0,2.0,0.0,2.309
136.0,2.0,1.0,2.309
137.0,2.0,0.0,2.309
138.0,2.0,0.0,2.309
139.0,2.0,1.0,2.309
140.0,2.0,1.0,2.309
141.0,2.0,0.0,2.309
142.0,2.0,1.0,2.309
143.0,2.0,1.0,2.309
144.0,2.0,0.0,2.309
145.0,2.0,0.0,2.309
146.0,2.0,0.0,2.309
147.0,2.0,1.0,2.309
148.0,2.0,0.0,2.309
149.0,2.0,1.0,2.309
150.0,2.0,1.0,2.309
151.0,2.0,1.0,2.309
152.0,2.0,0.0,2.309
153.0,2.0,0.0,2.309
154.0,2.0,0.0,2.309
155.0,2.0,1.0,2.309
156.0,2.0,0.0,2.309
157.0,2.0,0.0,2.309
158.0,2.0,0.0,2.309
159.0,2.0,1.0,2.309
160.0,2.0,0.0,2.309
161.0,2.0,0.0,2.309
162.0,2.0,1.0,2.309
163.0,2.0,1.0,2.309
164.0,2.0,0.0,2.309
165.0,2.0,0.0,2.309
166.0,2.0,0.0,2.309
167.0,2.0,1.0,2.309
168.0,2.0,0.0,2.309
169.0,2.0,1.0,2.309
170.0,2.0,0.0,2.309
171.0,2.0,0.0,2.309
172.0,2.0,1.0,2.309
173.0,2.0,0.0,2.309
174.0,2.0,0.0,2.309
175.0,2.0,0.0,2.309
176.0,2.0,1.0,2.309
177.0,2.0,0.0,2.309
178.0,2.0,0.0,2.309
179.0,2.0,0.0,2.309
180.0,2.0,0.0,2.309
181.0,2.0,0.0,2.309
182.0,2.0,1.0,2.309
183.0,2.0,0.0,2.309
184.0,2.0,0.0,2.309
185.0,2.0,1.0,2.309
186.0,2.0,0.0,2.309
187.0,2.0,1.0,2.309
188.0,2.0,0.0,2.309
189.0,2.0,0.0,2.309
190.0,2.0,0.0,2.309
191.0,2.0,0.0,2.309
192.0,2.0,0.0,2.309
193.0,2.0,0.0,2.309
194.0,2.0,0.0,2.309
195.0,2.0,1.0,2.309
196.0,2.0,0.0,2.309
197.0,2.0,1.0,2.309
198.0,2.0,0.0,2.309
199.0,2.0,0.0,2.309
200.0,2.0,0.0,2.309
201.0,2.0,1.0,2.309
202.0,2.0,1.0,2.309
203.0,2.0,0.0,2.309
204.0,2.0,1.0,2.309
205.0,2.0,1.0,2.309
206.0,2.0,0.0,2.309
207.0,2.0,0.0,2.309
208.0,2.0,1.0,2.309
209.0,2.0,0.0,2.309
210.0,2.0,0.0,2.309
211.0,2.0,1.0,2.309
212.0,2.0,1.0,2.309
213.0,2.0,0.0,2.309
214.0,2.0,1.0,2.309
215.0,2.0,0.0,2.309
216.0,2.0,0.0,2.309
217.0,2.0,0.0,2.309
218.0,2.0,1.0,2.309
219.0,2.0,0.0,2.309
220.0,2.0,1.0,2.309
221.0,2.0,0.0,2.309
222.0,2.0,0.0,2.309
223.0,2.0,0.0,2.309
224.0,2.0,0.0,2.309
225.0,2.0,0.0,2.309
226.0,2.0,1.0,2.309
227.0,2.0,0.0,2.309
228.0,2.0,0.0,2.309
229.0,2.0,0.0,2.309
230.0,2.0,0.0,2.309
231.0,2.0,0.0,2.309
232.0,2.0,0.0,2.309
233.0,2.0,1.0,2.309
234.0,2.0,1.0,2.309
235.0,2.0,1.0,2.309
236.0,2.0,0.0,2.309
237.0,2.0,0.0,2.309
238.0,2.0,0.0,2.309
239.0,2.0,0.0,2.309
240.0,2.0,0.0,2.309
241.0,2.0,1.0,2.309
242.0,2.0,0.0,2.309
243.0,2.0,0.0,2.309
244.0,2.0,0.0,2.309
245.0,2.0,1.0,2.309
246.0,2.0,0.0,2.309
247.0,2.0,1.0,2.309
248.0,2.0,0.0,2.309
249.0,2.0,0.0,2.309
250.0,2.0,0.0,2.309
1.0,3.0,0.0,0.324
2.0,3.0,0.0,0.324
3.0,3.0,0.0,0.324
4.0,3.0,0.0,0.324
5.0,3.0,1.0,0.324
6.0,3.0,1.0,0.324
7.0,3.0,1.0,0.324
8.0,3.0,1.0,0.324
9.0,3.0,1.0,0.324
10.0,3.0,0.0,0.324
11.0,3.0,0.0,0.324
12.0,3.0,0.0,0.324
13.0,3.0,0.0,0.324
14.0,3.0,0.0,0.324
15.0,3.0,0.0,0.324
16.0,3.0,1.0,0.324
17.0,3.0,1.0,0.324
18.0,3.0,1.0,0.324
19.0,3.0,1.0,0.324
20.0,3.0,1.0,0.324
21.0,3.0,0.0,0.324
22.0,3.0,0.0,0.324
23.0,3.0,0.0,0.324
24.0,3.0,1.0,0.324
25.0,3.0,0.0,0.324
26.0,3.0,1.0,0.324
27.0,3.0,0.0,0.324
28.0,3.0,1.0,0.324
29.0,3.0,1.0,0.324
30.0,3.0,0.0,0.324
31.0,3.0,0.0,0.324
32.0,3.0,1.0,0.324
33.0,3.0,0.0,0.324
34.0,3.0,0.0,0.324
35.0,3.0,1.0,0.324
36.0,3.0,1.0,0.324
37.0,3.0,1.0,0.324
38.0,3.0,1.0,0.324
39.0,3.0,1.0,0.324
40.0,3.0,0.0,0.324
41.0,3.0,1.0,0.324
42.0,3.0,0.0,0.324
43.0,3.0,0.0,0.324
44.0,3.0,1.0,0.324
45.0,3.0,1.0,0.324
46.0,3.0,1.0,0.324
47.0,3.0,1.0,0.324
48.0,3.0,1.0,0.324
49.0,3.0,0.0,0.324
50.0,3.0,0.0,0.324
51.0,3.0,0.0,0.324
52.0,3.0,1.0,0.324
53.0,3.0,1.0,0.324
54.0,3.0,0.0,0.324
55.0,3.0,1.0,0.324
56.0,3.0,1.0,0.324
57.0,3.0,0.0,0.324
58.0,3.0,1.0,0.324
59.0,3.0,1.0,0.324
60.0,3.0,1.0,0.324
61.0,3.0,1.0,0.324
62.0,3.0,1.0,0.324
63.0,3.0,1.0,0.324
64.0,3.0,1.0,0.324
65.0,3.0,1.0,0.324
66.0,3.0,0.0,0.324
67.0,3.0,1.0,0.324
68.0,3.0,1.0,0.324
69.0,3.0,1.0,0.324
70.0,3.0,1.0,0.324
71.0,3.0,1.0,0.324
72.0,3.0,0.0,0.324
73.0,3.0,1.0,0.324
74.0,3.0,0.0,0.324
75.0,3.0,1.0,0.324
76.0,3.0,1.0,0.324
77.0,3.0,1.0,0.324
78.0,3.0,0.0,0.324
79.0,3.0,0.0,0.324
80.0,3.0,1.0,0.324
81.0,3.0,1.0,0.324
82.0,3.0,1.0,0.324
83.0,3.0,0.0,0.324
84.0,3.0,1.0,0.324
85.0,3.0,1.0,0.324
86.0,3.0,1.0,0.324
87.0,3.0,0.0,0.324
88.0,3.0,0.0,0.324
89.0,3.0,1.0,0.324
90.0,3.0,0.0,0.324
91.0,3.0,0.0,0.324
92.0,3.0,1.0,0.324
93.0,3.0,0.0,0.324
94.0,3.0,0.0,0.324
95.0,3.0,1.0,0.324
96.0,3.0,1.0,0.324
97.0,3.0,0.0,0.324
98.0,3.0,1.0,0.324
99.0,3.0,1.0,0.324
100.0,3.0,0.0,0.324
101.0,3.0,1.0,0.324
102.0,3.0,1.0,0.324
103.0,3.0,1.0,0.324
104.0,3.0,1.0,0.324
105.0,3.0,1.0,0.324
106.0,3.0,1.0,0.324
107.0,3.0,0.0,0.324
108.0,3.0,1.0,0.324
109.0,3.0,1.0,0.324
110.0,3.0,1.0,0.324
111.0,3.0,1.0,0.324
112.0,3.0,1.0,0.324
113.0,3.0,1.0,0.324
114.0,3.0,1.0,0.324
115.0,3.0,1.0,0.324
116.0,3.0,1.0,0.324
117.0,3.0,1.0,0.324
118.0,3.0,0.0,0.324
119.0,3.0,1.0,0.324
120.0,3.0,0.0,0.324
121.0,3.0,0.0,0.324
122.0,3.0,1.0,0.324
123.0,3.0,0.0,0.324
124.0,3.0,0.0,0.324
125.0,3.0,1.0,0.324
126.0,3.0,1.0,0.324
127.0,3.0,1.0,0.324
128.0,3.0,1.0,0.324
129.0,3.0,0.0,0.324
130.0,3.0,0.0,0.324
131.0,3.0,0.0,0.324
132.0,3.0,1.0,0.324
133.0,3.0,1.0,0.324
134.0,3.0,0.0,0.324
135.0,3.0,1.0,0.324
136.0,3.0,1.0,0.324
137.0,3.0,0.0,0.324
138.0,3.0,1.0,0.324
139.0,3.0,0.0,0.324
140.0,3.0,1.0,0.324
141.0,3.0,0.0,0.324
142.0,3.0,1.0,0.324
143.0,3.0,1.0,0.324
144.0,3.0,0.0,0.324
145.0,3.0,1.0,0.324
146.0,3.0,1.0,0.324
147.0,3.0,1.0,0.324
148.0,3.0,0.0,0.324
149.0,3.0,1.0,0.324
150.0,3.0,1.0,0.324
151.0,3.0,1.0,0.324
152.0,3.0,0.0,0.324
153.0,3.0,1.0,0.324
154.0,3.0,1.0,0.324
155.0,3.0,1.0,0.324
156.0,3.0,1.0,0.324
157.0,3.0,1.0,0.324
158.0,3.0,1.0,0.324
159.0,3.0,0.0,0.324
160.0,3.0,1.0,0.324
161.0,3.0,1.0,0.324
162.0,3.0,1.0,0.324
163.0,3.0,1.0,0.324
164.0,3.0,1.0,0.324
165.0,3.0,1.0,0.324
166.0,3.0,1.0,0.324
167.0,3.0,0.0,0.324
168.0,3.0,1.0,0.324
169.0,3.0,1.0,0.324
170.0,3.0,0.0,0.324
171.0,3.0,0.0,0.324
172.0,3.0,1.0,0.324
173.0,3.0,1.0,0.324
174.0,3.0,1.0,0.324
175.0,3.0,1.0,0.324
176.0,3.0,1.0,0.324
177.0,3.0,1.0,0.324
178.0,3.0,1.0,0.324
179.0,3.0,0.0,0.324
180.0,3.0,0.0,0.324
181.0,3.0,1.0,0.324
182.0,3.0,0.0,0.324
183.0,3.0,1.0,0.324
184.0,3.0,1.0,0.324
185.0,3.0,1.0,0.324
186.0,3.0,0.0,0.324
187.0,3.0,1.0,0.324
188.0,3.0,1.0,0.324
189.0,3.0,1.0,0.324
190.0,3.0,0.0,0.324
191.0,3.0,1.0,0.324
192.0,3.0,1.0,0.324
193.0,3.0,0.0,0.324
194.0,3.0,1.0,0.324
195.0,3.0,0.0,0.324
196.0,3.0,1.0,0.324
197.0,3.0,1.0,0.324
198.0,3.0,0.0,0.324
199.0,3.0,0.0,0.324
200.0,3.0,1.0,0.324
201.0,3.0,1.0,0.324
202.0,3.0,1.0,0.324
203.0,3.0,1.0,0.324
204.0,3.0,1.0,0.324
205.0,3.0,0.0,0.324
206.0,3.0,0.0,0.324
207.0,3.0,0.0,0.324
208.0,3.0,0.0,0.324
209.0,3.0,0.0,0.324
210.0,3.0,0.0,0.324
211.0,3.0,1.0,0.324
212.0,3.0,0.0,0.324
213.0,3.0,1.0,0.324
214.0,3.0,0.0,0.324
215.0,3.0,1.0,0.324
216.0,3.0,0.0,0.324
217.0,3.0,1.0,0.324
218.0,3.0,1.0,0.324
219.0,3.0,0.0,0.324
220.0,3.0,0.0,0.324
221.0,3.0,0.0,0.324
222.0,3.0,1.0,0.324
223.0,3.0,1.0,0.324
224.0,3.0,1.0,0.324
225.0,3.0,0.0,0.324
226.0,3.0,0.0,0.324
227.0,3.0,1.0,0.324
228.0,3.0,0.0,0.324
229.0,3.0,1.0,0.324
230.0,3.0,1.0,0.324
231.0,3.0,0.0,0.324
232.0,3.0,1.0,0.324
233.0,3.0,1.0,0.324
234.0,3.0,1.0,0.324
235.0,3.0,0.0,0.324
236.0,3.0,1.0,0.324
237.0,3.0,0.0,0.324
238.0,3.0,0.0,0.324
239.0,3.0,0.0,0.324
240.0,3.0,1.0,0.324
241.0,3.0,1.0,0.324
242.0,3.0,0.0,0.324
243.0,3.0,1.0,0.324
244.0,3.0,1.0,0.324
245.0,3.0,0.0,0.324
246.0,3.0,0.0,0.324
247.0,3.0,1.0,0.324
248.0,3.0,0.0,0.324
249.0,3.0,1.0,0.324
250.0,3.0,1.0,0.324
1.0,4.0,0.0,0.164
2.0,4.0,0.0,0.164
3.0,4.0,1.0,0.164
4.0,4.0,1.0,0.164
5.0,4.0,1.0,0.164
6.0,4.0,1.0,0.164
7.0,4.0,1.0,0.164
8.0,4.0,1.0,0.164
9.0,4.0,1.0,0.164
10.0,4.0,0.0,0.164
11.0,4.0,1.0,0.164
12.0,4.0,1.0,0.164
13.0,4.0,0.0,0.164
14.0,4.0,1.0,0.164
15.0,4.0,1.0,0.164
16.0,4.0,1.0,0.164
17.0,4.0,1.0,0.164
18.0,4.0,1.0,0.164
19.0,4.0,1.0,0.164
20.0,4.0,1.0,0.164
21.0,4.0,1.0,0.164
22.0,4.0,1.0,0.164
23.0,4.0,1.0,0.164
24.0,4.0,1.0,0.164
25.0,4.0,0.0,0.164
26.0,4.0,1.0,0.164
27.0,4.0,0.0,0.164
28.0,4.0,1.0,0.164
29.0,4.0,0.0,0.164
30.0,4.0,1.0,0.164
31.0,4.0,0.0,0.164
32.0,4.0,1.0,0.164
33.0,4.0,1.0,0.164
34.0,4.0,0.0,0.164
35.0,4.0,0.0,0.164
36.0,4.0,1.0,0.164
37.0,4.0,0.0,0.164
38.0,4.0,1.0,0.164
39.0,4.0,0.0,0.164
40.0,4.0,1.0,0.164
41.0,4.0,1.0,0.164
42.0,4.0,1.0,0.164
43.0,4.0,1.0,0.164
44.0,4.0,1.0,0.164
45.0,4.0,0.0,0.164
46.0,4.0,0.0,0.164
47.0,4.0,1.0,0.164
48.0,4.0,1.0,0.164
49.0,4.0,0.0,0.164
50.0,4.0,0.0,0.164
51.0,4.0,1.0,0.164
52.0,4.0,0.0,0.164
53.0,4.0,0.0,0.164
54.0,4.0,1.0,0.164
55.0,4.0,0.0,0.164
56.0,4.0,1.0,0.164
57.0,4.0,0.0,0.164
58.0,4.0,1.0,0.164
59.0,4.0,1.0,0.164
60.0,4.0,0.0,0.164
61.0,4.0,1.0,0.164
62.0,4.0,1.0,0.164
63.0,4.0,0.0,0.164
64.0,4.0,0.0,0.164
65.0,4.0,0.0,0.164
66.0,4.0,1.0,0.164
67.0,4.0,1.0,0.164
68.0,4.0,0.0,0.164
69.0,4.0,1.0,0.164
70.0,4.0,1.0,0.164
71.0,4.0,1.0,0.164
72.0,4.0,0.0,0.164
73.0,4.0,1.0,0.164
74.0,4.0,1.0,0.164
75.0,4.0,1.0,0.164
76.0,4.0,1.0,0.164
77.0,4.0,1.0,0.164
78.0,4.0,1.0,0.164
79.0,4.0,0.0,0.164
80.0,4.0,1.0,0.164
81.0,4.0,0.0,0.164
82.0,4.0,0.0,0.164
83.0,4.0,1.0,0.164
84.0,4.0,0.0,0.164
85.0,4.0,1.0,0.164
86.0,4.0,0.0,0.164
87.0,4.0,1.0,0.164
88.0,4.0,0.0,0.164
89.0,4.0,1.0,0.164
90.0,4.0,1.0,0.164
91.0,4.0,1.0,0.164
92.0,4.0,0.0,0.164
93.0,4.0,1.0,0.164
94.0,4.0,0.0,0.164
95.0,4.0,1.0,0.164
96.0,4.0,1.0,0.164
97.0,4.0,1.0,0.164
98.0,4.0,1.0,0.164
99.0,4.0,0.0,0.164
100.0,4.0,1.0,0.164
101.0,4.0,1.0,0.164
102.0,4.0,0.0,0.164
103.0,4.0,1.0,0.164
104.0,4.0,1.0,0.164
105.0,4.0,1.0,0.164
106.0,4.0,0.0,0.164
107.0,4.0,0.0,0.164
108.0,4.0,1.0,0.164
109.0,4.0,0.0,0.164
110.0,4.0,0.0,0.164
111.0,4.0,1.0,0.164
112.0,4.0,1.0,0.164
113.0,4.0,1.0,0.164
114.0,4.0,1.0,0.164
115.0,4.0,0.0,0.164
116.0,4.0,1.0,0.164
117.0,4.0,0.0,0.164
118.0,4.0,1.0,0.164
119.0,4.0,0.0,0.164
120.0,4.0,1.0,0.164
121.0,4.0,1.0,0.164
122.0,4.0,1.0,0.164
123.0,4.0,1.0,0.164
